job_id,contractor,customer,phone,email,street,city,state,zip,hoa,system_size,panel_count,watt,inverter,battery,roof_type,rep,crew,partner,financer,invoice_number,install_cost,contract_amount,m1_due,m1_received,m2_due,m2_received,m1_amount,m2_amount,utility_company,permit_status,stage,status,install_date,inspection_date,pto_date,site_survey_date,interconnection_status,next_action,adders,notes,created_at,updated_at
3947,,"Frederick, Donald",N/A 2,N/A 2,319 Port Clyde Rd,St. George,ME,04860,false,,0,0,,false,,,N/A,Empower,,2578,0,10355,true,true,true,true,9284,1071,,Not Submitted,,Fully Paid / Closed,2025-05-03,,,,Approved,,,MPU,2026-03-17,
4042,,"Palmer, Lyndsay",N/A 2,N/A 2,56 Black Water Rd,Masardis,ME,04732,false,,0,0,,false,,,N/A,Empower,,2581,0,4080,true,true,true,true,3264,816,,Not Submitted,,Fully Paid / Closed,2025-05-05,,,,Approved,,,,2026-03-17,
3931,,"Eggiman, Martin",N/A 2,N/A 2,95 Tibbettstown Rd,Columbia Falls,ME,04623,false,,0,0,,false,,,N/A,Empower,,2582,0,5610,true,true,true,true,4488,1122,,Not Submitted,,Fully Paid / Closed,2025-05-06,,,,Approved,,,,2026-03-17,
3941,,"Puntillo, Vito",N/A 2,N/A 2,1 Country Way,Shrewsbury,MA,01545,false,,0,0,,false,,,N/A,Empower,,2584,0,8468,true,true,false,false,8468,,,Not Submitted,,Install Complete,2025-05-07,,,,Approved,,,,2026-03-17,
4048,,"Leventhal, Matt",N/A 2,N/A 2,,,,,false,,0,0,,false,,,N/A,Empower,,2585,0,3556,true,true,true,true,2844.8,711.2,,Not Submitted,,Fully Paid / Closed,2025-05-08,,,,Approved,,,Please import and I will manually go through,2026-03-17,
4139,,"Iacono, Robert",N/A 2,N/A 2,,,,,false,,0,0,,false,,,N/A,Empower,,2583,0,4590,true,true,true,true,3672,918,,Not Submitted,,Fully Paid / Closed,2025-05-09,,,,Approved,,,Please import and I will manually go through,2026-03-17,
4074,,"Konoski, Elaine",N/A 2,N/A 2,,,,,false,,0,0,,false,,,N/A,Empower,,2586,0,7000.8,true,true,true,true,6289.6,711.2,,Not Submitted,,Fully Paid / Closed,2025-05-09,,,,Approved,,[object Object],Please import and I will manually go through,2026-03-17,
4004,,"Eldredge, Susan",N/A 2,N/A 2,,,,,false,,0,0,,false,,,N/A,Empower,,2587,0,3994,true,true,true,true,3435.2,558.8,,Not Submitted,,Fully Paid / Closed,2025-05-10,,,,Approved,,[object Object],Please import and I will manually go through,2026-03-17,
4009,,"Ruby, William",N/A 2,N/A 2,43 Short Woods Rd,New Fairfield,CT,06812,false,,0,0,,false,,,N/A,Empower,,2598,0,5080,true,true,true,true,4064,1016,,Not Submitted,,Fully Paid / Closed,2025-05-12,,,,Approved,,,,2026-03-17,
IMPORT-103,,"Rodriguez, Nelson - 300-052",N/A 2,N/A 2,76 Alderman St,Springfield,MA,01108,false,,22,0,,false,,,N/A,Empower,,,0,0,true,true,false,false,,,,Approved,,Install Complete,2025-05-13,,,,Approved,,,,2026-03-15,
3895,,"Upp, Kathleen",N/A 2,N/A 2,118 Blueberry Ridge Rd Eddington,,ME,04428,false,,0,0,,false,,,N/A,Empower,,2594,0,3825,true,true,true,true,3060,765,,Not Submitted,,Fully Paid / Closed,2025-05-13,,,,Approved,,,,2026-03-17,
4018,,"Gurney, Holly",N/A 2,N/A 2,266 Pond Rd,Lewiston,ME,04240,false,,0,0,,false,,,N/A,Empower,,2595,0,3825,true,true,true,true,3060,765,,Not Submitted,,Fully Paid / Closed,2025-05-14,,,,Approved,,,,2026-03-17,
4066,,"Bouchard, Cole",N/A 2,N/A 2,216 Reeves Rd Bradford,,ME,04410,false,,0,0,,false,,,N/A,Empower,,2596,0,4896,true,true,true,true,4896,,,Not Submitted,,Fully Paid / Closed,2025-05-15,,,,Approved,,,,2026-03-17,
4025,,"Hoot, Kristen",N/A 2,N/A 2,389 Blackstrap Rd,Falmouth,ME,04105,false,,0,0,,false,,,N/A,Empower,,2597,0,6120,true,true,true,true,4896,1224,,Not Submitted,,Fully Paid / Closed,2025-05-16,,,,Approved,,,,2026-03-17,
4093,,"Fallon, Ryland",N/A 2,N/A 2,11 Sumner Dr Mansfield,,CT,06268,false,,0,0,,false,,,N/A,Empower,,2600,0,4572,true,true,true,true,3657.6,914.4,,Not Submitted,,Fully Paid / Closed,2025-05-16,,,,Approved,,,,2026-03-17,
4082,,"Jarman, Amy",N/A 2,N/A 2,406 Silver Creek Ln Norwalk,,CT,06850,false,,0,0,,false,,,N/A,Empower,,2601,0,5810,true,true,true,true,5048,762,,Not Submitted,,Fully Paid / Closed,2025-06-03,,,,Approved,,[object Object],,2026-03-17,
3971,,"Semprebon, Michael",N/A 2,N/A 2,35 Cobblestone Rd,Clarksville,NH,03592,false,6.375,0,0,,false,,,N/A,Empower,,2605,0,4825,true,true,true,true,4825,,,Not Submitted,,Fully Paid / Closed,2025-06-09,,,,Approved,,,Finish Trench,2026-03-17,
4071,,"Taplin, Carl",N/A 2,N/A 2,37 Fairview Ave Watertown,,MA,02472,false,,0,0,,false,,,N/A,Empower,,2604,0,12060,true,true,true,true,11448,612,,Not Submitted,,Fully Paid / Closed,2025-05-19,,,,Approved,,[object Object],,2026-03-17,
4120,,"Mugisha, Lorraine",N/A 2,N/A 2,65 Brooks Ave Lewiston,,ME,04240,false,,0,0,,false,,,N/A,Empower,,2607,0,3060,true,true,true,true,2040,1020,,Not Submitted,,Fully Paid / Closed,2025-05-20,,,,Approved,,,,2026-03-17,
4047,,"Scotland, Brys",N/A 2,N/A 2,164 Doles Ridge Rd,Limington,ME,04049,false,,0,0,,false,,,N/A,Empower,,2608,0,7395,true,true,true,true,5916,1479,,Not Submitted,,Fully Paid / Closed,2025-05-21,,,,Approved,,,,2026-03-17,
3956,,"Calderon, Carlos",N/A 2,N/A 2,229 Stafford Rd,Fall River,MA,02721,false,,0,0,,false,,,N/A,Empower,,2609,0,20557,true,true,true,true,19384,1173,,Not Submitted,,Fully Paid / Closed,2025-06-30,,,,Approved,,,Install 3x new MSP,2026-03-17,
4052,,"Long, Suzanne",N/A 2,N/A 2,474 E Main St,Madawaska,ME,04756,false,,0,0,,false,,,N/A,Empower,,2610,0,3315,true,true,true,true,2652,663,,Not Submitted,,Fully Paid / Closed,2025-05-22,,,,Approved,,,,2026-03-17,
4055,,"Gole, Christophe",N/A 2,N/A 2,30 Olive St Northampton,,MA,01060,false,,0,0,,false,,,N/A,Empower,,2611,0,9741,true,true,true,true,8772,969,,Not Submitted,,Fully Paid / Closed,2025-06-01,,,,Approved,,,,2026-03-17,
3974,,"Green, James",N/A 2,N/A 2,17 Saltaire Dr,Old Saybrook,CT,06475,false,,0,0,,false,,,C,Empower,,2612,0,10160,true,true,true,true,8128,2032,,Not Submitted,,Fully Paid / Closed,2025-05-27,,,,Approved,,,,2026-03-17,
4010,,"Deprey, Christopher",N/A 2,N/A 2,377 Peabody Pond Rd,Sebago,ME,04029,false,,0,0,,false,,,C,Empower,,2613,0,3825,true,true,true,true,3060,765,,Not Submitted,,Fully Paid / Closed,2025-05-28,,,,Approved,,,,2026-03-17,
3883,,"Upton-Sukeforth, Robin",N/A 2,N/A 2,1372 W Rd Litchfield,,ME,04350,false,,0,0,,false,,,C,Empower,,2614,0,5100,true,true,true,true,4080,1020,,Not Submitted,,Fully Paid / Closed,2025-05-29,,,,Approved,,,,2026-03-17,
4034,,"Barker, Megan",N/A 2,N/A 2,54 Lake Ridge Dr,Sidney,ME,04330,false,,0,0,,false,,,n/c,Empower,,2615,0,18557,true,true,true,true,17384,1173,,Not Submitted,,Fully Paid / Closed,2025-06-06,,,,Approved,,[object Object],Put the pipe pull wires and do wiring,2026-03-17,
4019,,"Kassuhn, Michael",N/A 2,N/A 2,40 Doughty Ave,Levant,ME,04456,false,,0,0,,false,,,N/A,Empower,,2617,0,4845,true,true,true,true,3876,969,,Not Submitted,,Fully Paid / Closed,2025-06-03,,,,Approved,,,,2026-03-17,
3901,,"Hadden, Lucy",N/A 2,N/A 2,29 Ellsworth Ave,Cambridge,MA,,false,,0,0,,false,,,N/A,Empower,,2616,0,7875,true,true,true,true,6600,1275,,Not Submitted,,Fully Paid / Closed,2025-06-04,,,,Approved,,[object Object],,2026-03-17,
3936,,"Kimball, Carolyn",N/A 2,N/A 2,347 Easton Rd,Presque Isle,ME,04769,false,,0,0,,false,,,N/A,Empower,,2618,0,4580,true,true,true,true,3764,816,,Not Submitted,,Fully Paid / Closed,2025-06-04,,,,Approved,,[object Object],,2026-03-17,
IMPORT-128,,"Ramos, Elizabeth - 300-013",N/A 2,N/A 2,45 Parker St,Chelsea,MA,02150,false,,26,0,,false,,,N/A,ISUN,,,0,0,true,false,false,false,,,,Approved,,Install Complete,2025-06-05,,,,Approved,,,,2026-03-15,
4094,,"Ortega, Mario",N/A 2,N/A 2,31 Green St,Biddeford,ME,04005,false,,0,0,,false,,,N/A,Empower,,2619,0,3570,true,true,true,true,2856,714,,Not Submitted,,Fully Paid / Closed,2025-06-05,,,,Approved,,,,2026-03-17,
3953,,"Zuromski, Kaelene",N/A 2,N/A 2,59 Grand St Middletown,,CT,06457,false,10.625,0,0,,false,,,N/A,Empower,,2622,0,6950,true,true,true,true,5680,1270,,Not Submitted,,Fully Paid / Closed,2025-06-11,,,,Approved,,[object Object],,2026-03-17,
4170,,"McLellan, Jeremy",N/A 2,N/A 2,348 Bridge St,Westbrook,ME,,false,9.030,0,0,,false,,,N/A,Empower,,2623,0,6105,true,true,true,true,5034,1071,,Not Submitted,,Fully Paid / Closed,2025-07-31,,,,Approved,,,,2026-03-17,
4152,,"Leger, Gail",N/A 2,N/A 2,40 Puritan Ln Durham,,ME,04222,false,10.200,0,0,,false,,,N/A,Empower,,2624,0,4896,true,true,true,true,4896,,,Not Submitted,,Fully Paid / Closed,2025-06-12,,,,Approved,,,,2026-03-17,
4038,,"Heretakis, Charlene",N/A 2,N/A 2,227 Norton Hill Rd,Dover-Foxcroft,ME,04426,false,9.350,0,0,,false,,,N/A,Empower,,2625,0,4590,true,true,true,true,3672,918,,Not Submitted,,Fully Paid / Closed,2025-06-13,,,,Approved,,,,2026-03-17,
4286,,"Lanzarone, Dana",N/A 2,N/A 2,152 Elm Hill Rd,Paris,ME,04281,false,13.600,0,0,,false,,,N/A,Empower,,2626,0,8160,true,true,true,true,6528,1632,,Not Submitted,,Fully Paid / Closed,2025-06-16,,,,Approved,,,,2026-03-17,
4021,,"Shepard, Amanda",N/A 2,N/A 2,26 Fourth St,Mexico,ME,04257,false,7.650,0,0,,false,,,N/A,Empower,,2627,0,4590,true,true,true,true,3672,918,,Not Submitted,,Fully Paid / Closed,2025-06-17,,,,Approved,,,,2026-03-17,
4222,,"Colon, Yesenia",N/A 2,N/A 2,132 Mountain Rd,Manchester,CT,06040,false,19.550,0,0,,false,,,N/A,Empower,,2590,0,18684,true,true,true,true,16347.2,2336.8,,Not Submitted,,Fully Paid / Closed,2025-07-21,,,,Approved,,,Finish Trench,2026-03-17,
4028,,"Hoot, Kristen",N/A 2,N/A 2,6 Bayview Dr Eastport,Eastport,ME,04631,false,6.450,0,0,,false,,,N/A,Empower,,2630,0,3060,true,true,true,true,3060,,,Not Submitted,,Fully Paid / Closed,2025-06-24,,,,Approved,,,,2026-03-17,
4229,,"Brock, David",N/A 2,N/A 2,980 N Lubec Rd,Lubec,ME,04652,false,12.040,0,0,,false,,,N/A,Empower,,2631,0,6630,true,true,true,true,5304,1326,,Not Submitted,,Fully Paid / Closed,2025-06-25,,,,Approved,,,,2026-03-17,
4087,,"Bailey, Richard",N/A 2,N/A 2,55 Greenfield Dr South Windsor,,CT,06074,false,9.775,0,0,,false,,,N/A,Empower,,2629,0,5842,true,true,true,true,4673.6,1168.4,,Not Submitted,,Fully Paid / Closed,2025-06-26,,,,Approved,,,,2026-03-17,
4056,,"Weaver, Katelynn",N/A 2,N/A 2,184 Heal Rd,Lincolnville,ME,04849,false,6.375,0,0,,false,,,N/A,Empower,,2632,0,9325,true,true,true,true,8560,765,,Not Submitted,,Fully Paid / Closed,2025-07-11,,,,Approved,,,MSPU,2026-03-17,
4280,,"Carter, Nick",N/A 2,N/A 2,34 Old County Rd,Etna,ME,04434,false,,0,0,,false,,,N/A,Empower,,2634,0,5100,true,true,true,true,4080,1020,,Not Submitted,,Fully Paid / Closed,2025-07-02,,,,Approved,,,,2026-03-17,
4329,,"Perez, Catalina",N/A 2,N/A 2,60 Highland Ave,Danbury,CT,06810,false,,0,0,,false,,,N/A,Empower,,2633,0,7310,true,true,true,true,6548,762,,Not Submitted,,Fully Paid / Closed,2025-07-02,,,,Approved,,,,2026-03-17,
4187,,"Ndagijimana, Jerome",N/A 2,N/A 2,2 Summit Rd,Windham,ME,04062,false,,0,0,,false,,,N/A,Empower,,2635,0,6375,true,true,true,true,5100,1275,,Not Submitted,,Fully Paid / Closed,2025-09-24,,,,Approved,,,SITEVIST,2026-03-17,
3988,,"Foster, Steven",N/A 2,N/A 2,896 Prospect St,Hamden,CT,06517,false,23.375,0,0,,false,,,N/A,Empower,,2637,0,14470,true,true,true,true,11676,2794,,Not Submitted,,Fully Paid / Closed,2025-07-07,,,,Approved,,[object Object],,2026-03-17,
4168,,"DiToro, Bonnie",N/A 2,N/A 2,493 Carvell Rd  Chapman,,ME,04757,false,8.925,0,0,,false,,,N/A,Empower,,2638,0,5284,true,true,true,true,5284,,,Not Submitted,,Fully Paid / Closed,2025-07-08,,,,Approved,,,,2026-03-17,
4290,,"Sachs, Ira",N/A 2,N/A 2,12 Brook Hill Rd,Litchfield,CT,06759,false,6.800,0,0,,false,,,N/A,Empower,,2639,0,4064,true,true,true,true,3251.2,812.8,,Not Submitted,,Fully Paid / Closed,2025-07-09,,,,Approved,,,,2026-03-17,
IMPORT-153,,Maher patricia,N/A 2,N/A 2,24 Carriage Dr,Waterbury,CT,06708,false,250.00,0,0,,false,,,N/A,Empower,,2643,250,250,true,true,true,true,250,,,Approved,,Install Complete,2025-07-10,,,,Approved,,,S/V,2026-03-15,
4220,,"Matthews, Michael",N/A 2,N/A 2,142 Thomaston St,Rockland,ME,04841,false,9.030,0,0,,false,,,N/A,Empower,,2640,0,5355,true,true,true,true,4284,1071,,Not Submitted,,Fully Paid / Closed,2025-07-10,,,,Approved,,,,2026-03-17,
4116,,"Cass, Sarah",N/A 2,N/A 2,73 Penney Ln,Durham,ME,04222,false,10.320,0,0,,false,,,N/A,Empower,,2641,0,6120,true,true,true,true,4896,1224,,Not Submitted,,Fully Paid / Closed,2025-07-11,,,,Approved,,,,2026-03-17,
4274,,"Benedict, Jason",N/A 2,N/A 2,2 Ryefield Dr,Scarborough,ME,04074,false,14.190,0,0,,false,,,N/A,Empower,,2644,0,8415,true,true,true,true,6732,1683,,Not Submitted,,Fully Paid / Closed,2025-07-15,,,,Approved,,,,2026-03-17,
4283,,"Plourde, John",N/A 2,N/A 2,55 Bel Aire Dr,Plainville,CT,06062,false,10.320,0,0,,false,,,N/A,Empower,,2646,0,6096,true,true,true,true,4876.8,1219.2,,Not Submitted,,Fully Paid / Closed,2025-07-16,,,,Approved,,,,2026-03-17,
4409,,"Merchant, Gregory",N/A 2,N/A 2,315 Isthmus Rd,Rumford,ME,04276,false,11.610,0,0,,false,,,N/A,Empower,,2645,0,6885,true,true,true,true,5508,1377,,Not Submitted,,Fully Paid / Closed,2025-07-17,,,,Approved,,,,2026-03-17,
4098,,"Blackburn, Kelly",N/A 2,N/A 2,112 Grove St,Medford,MA,02155,false,5.950,0,0,,false,,,N/A,Empower,,2647,0,5070,true,true,true,true,4356,714,,Not Submitted,,Fully Paid / Closed,2025-07-30,,,,Approved,,,,2026-03-17,
4083,,"Jerkins, Mark",N/A 2,N/A 2,3 Starbarn Ave,Frenchville,ME,04745,false,5.160,0,0,,false,,,N/A,Empower,,2649,0,10060,true,true,true,true,9448,612,,Not Submitted,,Fully Paid / Closed,2025-08-05,,,,Approved,,,,2026-03-17,
4113,,"Sherry, Ricky",N/A 2,N/A 2,23 Warren St,Norwich,CT,06360,false,11.475,0,0,,false,,,N/A,Empower,,2648,0,8858,true,true,true,true,7486.4,1371.6,,Not Submitted,,Fully Paid / Closed,2025-07-23,,,,Approved,,,,2026-03-17,
4172,,"Baker, Paul",N/A 2,N/A 2,1055 Avon Blvd,Cheshire,CT,06410,false,,0,0,,false,,,N/A,Empower,,2653,0,5080,true,true,true,true,4064,1016,,Not Submitted,,Fully Paid / Closed,2025-07-29,,,,Approved,,,,2026-03-17,
4250,,"Ibeneme, Chioma",N/A 2,N/A 2,17 High St,Hallowell,ME,04347,false,12.040,0,0,,false,,,N/A,Empower,,2652,0,7140,true,true,true,true,5712,1428,,Not Submitted,,Fully Paid / Closed,2025-07-30,,,,Approved,,,,2026-03-17,
4045,,"Kopchick, Thomas",N/A 2,N/A 2,80 Middlesex Ave Ext,Portland,CT,06480,false,,0,0,,false,,,N/A,Empower,,2654,0,6604,true,true,true,true,5283.2,1320.8,,Not Submitted,,Fully Paid / Closed,2025-07-30,,,,Approved,,,,2026-03-17,
3519,,"Niziolek, Michael",N/A 2,N/A 2,56 Kelsey Springs Drive,Madison,CT,06443,false,,0,0,,false,,,N/A,Empower,,2661,0,350,true,true,true,true,350,,,Not Submitted,,Fully Paid / Closed,2025-08-04,,,,Approved,,,350 | SV,2026-03-17,
3600,,Scott Hosier,N/A 2,N/A 2,304 Hudson Hill Rd,Hudson,ME,04449,false,,0,0,,false,,,N/A,Empower,,2662,0,550,true,true,true,true,550,,,Not Submitted,,Fully Paid / Closed,2025-08-04,,,,Approved,,,550 | SV,2026-03-17,
4416,,"Miller, Richard",N/A 2,N/A 2,199 Shadow Ln,Pittsford,VT,05763,false,9.030,0,0,,false,,,N/A,Empower,,2658,0,5355,true,true,true,true,4284,1071,,Not Submitted,,Fully Paid / Closed,,,,,Approved,,,SV,2026-03-17,
4387,,"Isaacson, Alan",N/A 2,N/A 2,27 Straight Rd,Mount Holly,VT,05758,false,15.480,0,0,,false,,,N/A,Empower,,2659,0,9180,true,true,true,true,7344,1836,,Not Submitted,,Fully Paid / Closed,,,,,Approved,,,SV,2026-03-17,
4369,,"Sorrajja, Brian",N/A 2,N/A 2,1140 Newgate Rd,Suffield,CT,06093,false,12.900,0,0,,false,,,N/A,Empower,,2660,0,7620,true,true,true,true,6096,1524,,Not Submitted,,Fully Paid / Closed,2025-08-07,,,,Approved,,,,2026-03-17,
2233,,"O'brien, Steven",N/A 2,N/A 2,3 Cross St,Plainville,CT,06062,false,,0,0,,false,,,N/A,Empower,,2663,0,250,true,true,true,true,250,,,Not Submitted,,Fully Paid / Closed,2025-08-08,,,,Approved,,,250 | SV,2026-03-17,
4448,,"Jehnings, Mark",N/A 2,N/A 2,47 Smith Ln,Burlington,CT,06013,false,,0,0,,false,,,N/A,Empower,,2621,0,11315,true,true,true,true,9122,2193,,Not Submitted,,Fully Paid / Closed,2025-08-11,,,,Approved,,,,2026-03-17,
4049,,"Barenchi, Jason",N/A 2,N/A 2,19 S Main St,Guilford,ME,04443,false,,0,0,,false,,,N/A,Empower,,2665,0,8670,true,true,true,true,6936,1734,,Not Submitted,,Fully Paid / Closed,2025-08-11,,,,Approved,,,,2026-03-17,
4499,,"Livermore, Jeffrey",N/A 2,N/A 2,41 Essex St,Framingham,MA,01702,false,,0,0,,false,,,N/A,Empower,,2666,0,4590,true,true,true,true,3672,918,,Not Submitted,,Fully Paid / Closed,2025-08-13,,,,Approved,,,,2026-03-17,
4355,,"Gibney, Michael",N/A 2,N/A 2,22 Magnolia Way,Southington,CT,06489,false,,0,0,,false,,,N/A,Empower,,2668,0,3060,true,true,true,true,2448,612,,Not Submitted,,Fully Paid / Closed,2025-08-13,,,,Approved,,,,2026-03-17,
4351,,"Pimpinella, Philip",N/A 2,N/A 2,231 Reeds Ln,Stratford,CT,06614,false,,0,0,,false,,,Trench,Empower,,2669,0,5415,true,true,true,true,3885,1530,,Not Submitted,,Fully Paid / Closed,2025-08-14,,,,Approved,,[object Object],,2026-03-17,
3867,,"Yamamoto, Lisa",N/A 2,N/A 2,53 Highland Avenue,Bangor,ME,,false,,0,0,,false,,,N/A,Empower,,2527,0,9856,true,true,true,true,9856,,,Not Submitted,,Fully Paid / Closed,2025-08-15,,,,Approved,,,MPU,2026-03-17,
4428,,"Hallinean, Patrick",N/A 2,N/A 2,91 Pepperidge Rd,Portland,CT,06480,false,,0,0,,false,,,N/A,Empower,,2670,0,6375,true,true,true,true,5100,1275,,Not Submitted,,Fully Paid / Closed,2025-08-15,,,,Approved,,,,2026-03-17,
4360,,"Weller, Chandler",N/A 2,N/A 2,111 Wade Rd,Moretown,VT,05660,false,,0,0,,false,,,N/A,Empower,,2672,0,6120,true,true,true,true,4896,1224,,Not Submitted,,Fully Paid / Closed,2025-08-18,,,,Approved,,,,2026-03-17,
4095,,"Nevelos, Richard",N/A 2,N/A 2,144 Daryl Dr,Vernon,CT,06066,false,,0,0,,false,,,N/A,Empower,,2673,0,4590,true,true,true,true,3672,918,,Not Submitted,,Fully Paid / Closed,2025-08-18,,,,Approved,,,,2026-03-17,
4364,,"Beaudoin, Brian",N/A 2,N/A 2,2 Steeplechase Ln,Franklin,MA,02038,false,,0,0,,false,,,N/A,Empower,,2674,0,4080,true,true,true,true,3264,816,,Not Submitted,,Fully Paid / Closed,2025-08-18,,,,Approved,,,,2026-03-17,
4471,,"Jensen, Ezekiel",N/A 2,N/A 2,20 Sharaf St,New London,CT,06320,false,,0,0,,false,,,Trench,Empower,,2675,0,6490,true,true,true,true,5572,918,,Not Submitted,,Fully Paid / Closed,2026-03-09,,,,Approved,,[object Object],1650,2026-03-17,
4040,,"Falcon, Martin",N/A 2,N/A 2,60 Marshall St,Springfield,MA,01109,false,,0,0,,false,,,N/A,Empower,,2676,0,2244,true,true,false,false,2244,,,Not Submitted,,Inspection Scheduled,2025-08-19,,,,Approved,,,,2026-03-17,
4344,,"Meve, Gail",N/A 2,N/A 2,4052 VT-14,Brookfield,VT,05036,false,,0,0,,false,,,N/A,Empower,,2677,0,4080,true,true,true,true,3264,816,,Not Submitted,,Fully Paid / Closed,,,,,Approved,,,SV,2026-03-17,
4303,,"Snell, Norma",N/A 2,N/A 2,25 Fraser Ct,Barnstable,MA,02630,false,,0,0,,false,,,N/A,Empower,,2678,0,7344,true,true,false,false,7344,,,Not Submitted,,Inspection Scheduled,2025-08-21,,,,Approved,,,,2026-03-17,
4324,,"Jordan, James",N/A 2,N/A 2,6817 Westminster W Rd,Putney,VT,05346,false,,0,0,,false,,,N/A,Empower,,2679,0,5100,true,true,true,true,4080,1020,,Not Submitted,,Fully Paid / Closed,,,,,Approved,,,SV,2026-03-17,
4226,,"Lazarczyk, David",N/A 2,N/A 2,60 Orchard St,Adams,MA,01220,false,,0,0,,false,,,N/A,Empower,,2680,0,2805,true,true,true,true,2244,561,,Not Submitted,,Fully Paid / Closed,2026-03-07,,,,Approved,,,Install CTS,2026-03-17,
4188,,"Dassau, Paul",N/A 2,N/A 2,100 Ellery St,Wrentham,MA,02093,false,,0,0,,false,,,N/A,Empower,,2681,0,2805,true,true,true,true,2244,561,,Not Submitted,,Fully Paid / Closed,2025-08-22,,,,Approved,,,,2026-03-17,
4410,,"Deburlo, John",N/A 2,N/A 2,27 Colodny Way,South Hero,VT,05486,false,,0,0,,false,,,N/A,Empower,,2682,0,7130,true,true,true,true,5804,1326,,Not Submitted,,Fully Paid / Closed,2025-10-01,,,,Approved,,[object Object],,2026-03-17,
4234,,"Lugo, Nefri",N/A 2,N/A 2,366 Main St,Meriden,CT,06451,false,,0,0,,false,,,N/A,Empower,,2683,0,5355,true,true,true,true,4284,1071,,Not Submitted,,Fully Paid / Closed,2025-08-22,,,,Approved,,,,2026-03-17,
4381,,"Serby, Erik",N/A 2,N/A 2,55 Edgewood Cir,Southington,CT,06489,false,,0,0,,false,,,N/A,Empower,,2684,0,4080,true,true,true,true,3264,816,,Not Submitted,,Fully Paid / Closed,2025-08-25,,,,Approved,,,,2026-03-17,
4361,,"Packard, Christopher",N/A 2,N/A 2,549 5 Islands Rd,Georgetown,ME,04548,false,,0,0,,false,,,N/A,Empower,,2685,0,4590,true,true,true,true,3672,918,,Not Submitted,,Fully Paid / Closed,2025-08-25,,,,Approved,,,,2026-03-17,
4312,,"Mayo, Jason",N/A 2,N/A 2,55 Mohawk Dr,West Hartford,CT,06117,false,,0,0,,false,,,N/A,Empower,,2686,0,10200,true,true,true,true,8160,2040,,Not Submitted,,Fully Paid / Closed,2025-08-26,,,,Approved,,,,2026-03-17,
4288,,"Woodcock, Jon",N/A 2,N/A 2,14 Blake Ave,Saco,ME,04072,false,,0,0,,false,,,N/A,Empower,,2687,0,6936,true,true,false,false,6936,,,Not Submitted,,Inspection Scheduled,2025-08-26,,,,Approved,,,,2026-03-17,
4392,,"Dyer, Rushane",N/A 2,N/A 2,12 Whipporwill Dr,Shelton,CT,06484,false,,0,0,,false,,,N/A,Empower,,2688,0,10200,true,true,true,true,8160,2040,,Not Submitted,,Fully Paid / Closed,2025-08-27,,,,Approved,,,,2026-03-17,
4443,,"Heidemann, Camilla",N/A 2,N/A 2,316 Stones Point Rd,Cushing,ME,04563,false,,0,0,,false,,,N/A,Empower,,2689,0,4080,true,true,true,true,3570,510,,Not Submitted,,Fully Paid / Closed,2025-08-27,,,,Approved,,[object Object],Need taps for 400amp,2026-03-17,
4462,,"Nickerson, Scott",N/A 2,N/A 2,8 Hill St,Fairhaven,MA,02719,false,,0,0,,false,,,N/A,Empower,,2690,0,3264,true,true,false,false,3264,,,Not Submitted,,Inspection Scheduled,2026-03-06,,,,Approved,,,,2026-03-17,
4573,,"Lajoie, Robert",N/A 2,N/A 2,49 Hogan Rd,Lewiston,ME,04240,false,,0,0,,false,,,N/A,Empower,,2691,0,5865,true,true,true,true,4692,1173,,Not Submitted,,Fully Paid / Closed,2025-08-28,,,,Approved,,,,2026-03-17,
4314,,"Maher, Patricia",N/A 2,N/A 2,24 Carriage Dr,Waterbury,CT,06708,false,,0,0,,false,,,N/A,Empower,,2692,0,3570,true,true,true,true,2856,714,,Not Submitted,,Fully Paid / Closed,2025-08-29,,,,Approved,,,,2026-03-17,
4272,,"Pease McCullen, Molly",N/A 2,N/A 2,264 E Ridge Rd,Greenbush,ME,04418,false,,0,0,,false,,,N/A,Empower,,2693,0,4284,true,true,false,false,4284,,,Not Submitted,,Inspection Scheduled,2025-08-29,,,,Approved,,,,2026-03-17,
4184,,"Eldridge, Joanne",N/A 2,N/A 2,56 Bittersweet Cir,Guilford,CT,06437,false,,0,0,,false,,,N/A,Empower,,2695,0,6885,true,true,true,true,5508,1377,,Not Submitted,,Fully Paid / Closed,2025-09-02,,,,Approved,,,,2026-03-17,
4256,,"Thurber, Welles",N/A 2,N/A 2,138 Hunt Rd,Belfast,ME,04915,false,,0,0,,false,,,N/A,Empower,,2696,0,4080,true,true,true,true,3264,816,,Not Submitted,,Fully Paid / Closed,2025-09-02,,,,Approved,,,,2026-03-17,
4385,,"Perilli, Julia",N/A 2,N/A 2,299 Hewitt Hill Ln,Royalton,VT,05068,false,,0,0,,false,,,N/A,Empower,,2697,0,3310,true,true,true,true,2698,612,,Not Submitted,,Fully Paid / Closed,,,,,Approved,,,Wrong materials delivered,2026-03-17,
4611,,"Scaglia, John",N/A 2,N/A 2,34 Dartmouth Dr,Shelton,CT,06484,false,,0,0,,false,,,N/A,Empower,,2698,0,4692,true,true,true,true,4692,,,Not Submitted,,Fully Paid / Closed,2025-09-03,,,,Approved,,,,2026-03-17,
